Permit ID,Name,Address,Lattitude,Longitude
3574,ARUCOLA,"5534 CONNECTICUT AVE NW Washington, DC 20015",38.96423526,-77.07561011
1299,ASCOT RESTAURANT,"1050 17TH ST NW Washington, DC 20036",38.9033629,-77.0388264
2543,ASIA NORA ORGANIC CUISINE,"2213 M ST NW Washington, DC 20037",38.9055289,-77.0493825
2268,ASIAN BISTRO RESTAURANT,"1901 L ST NW Washington, DC 20036",38.9040285,-77.04389176
5557,ASIAN FLAVOR,"4400 MASSACHUESETTES AVE NW Washington, DC 20001",38.9362805,-77.087289
4041,ASIAN NINE,"915 E ST NW Washington, DC 20001",38.8962173,-77.0249105
3827,ASIAN SPICE,"717 H ST NW Washington, DC 20001",38.89989626,-77.02218922
5108,ASTOR PIZZA,"1829 COLUMBIA RD NW Washington, DC 20009",38.92173208,-77.04375939
2223,ASTOR PIZZA,"1829 COLUMBIA RD NW Washington, DC 20009",38.92173208,-77.04375939
2680,ASYLUM,"2471 18TH ST NW Washington, DC 20009",38.92228725,-77.04223588
3589,ATHENS GRILL,"555 13TH ST NW Washington, DC 20004",38.8969967,-77.0293541
3036,ATOMIC BILLIARDS,"3427 CONNECTICUT AVE NW Washington, DC 20008",38.935235,-77.0578846
1490,ATRIUM,"1201 I ST NW Washington, DC 20005",38.901411,-77.028236
5343,ATRIUM CAFE,"750 9TH ST NW WASHINGTON, DC 20001",38.8995029,-77.0244253
6621,ATRIUM CAFE,"1900 HALF ST SW WASHINGTON, DC 20004",38.866444,-77.00989
4540,ATRIUM CAFE,"400 VIRGINIA AVE SW Washington, DC 20024",38.884344,-77.017738
5928,ATRIUM CAFE,"1000 CONSTITUTION AVE NW Washington, DC 20560",38.8921018,-77.0261271
1276,ATRIUM CAFE,"102 IRVING ST NW Washington, DC 20010",38.928773,-77.038319
1766,AU BON PAIN,"1401 I ST NW Washington, DC 20001",38.901419,-77.032123
3934,AU BON PAIN,"800 NORTH CAPITOL ST NW WASHINGTON, DC 20001",38.9005225,-77.0091103
5515,AU BON PAIN,"1325 2ND ST NE WASHINGTON, DC 20002",38.9078802,-77.0033975
1054,AU BON PAIN,"50 MASSACHUSETTS AVE NE SPC 219 WASHINGTON, DC 20002",38.8971206,-77.0062537
3693,AU BON PAIN,"601 INDIANA AVE NW Washington, DC 20004",38.894449,-77.020085
1248,AU BON PAIN,"1001 PENNSYLVANIA AVE NW Washington, DC 20004",38.894977,-77.0262742
1575,AU BON PAIN,"1299 PENNSYLVANIA AVE NW Washington, DC 20004",38.8963233,-77.029318
5097,AU BON PAIN,"1100 13TH ST NW Washington, DC 20005",38.903862,-77.02973
1328,AU BON PAIN,"1100 13TH ST NW Washington, DC 20005",38.903862,-77.02973
3786,AU BON PAIN,"700 13TH ST NW Washington, DC 20005",38.8986369,-77.0299347
1377,AU BON PAIN,"1101 VERMONT AVE NW Washington, DC 20005",38.903815,-77.032914
2243,AU BON PAIN,"1850 K ST NW Washington, DC 20006",38.9021817,-77.0427607
2057,AU BON PAIN,"1724 L ST NW Washington, DC 20006",38.9035738,-77.0407468
2016,AU BON PAIN,"1701 PENNSYLVANIA AVE NW Washington, DC 20006",38.8993362,-77.0398246
2382,AU BON PAIN,"2000 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",38.9005079,-77.0457876
5922,AU BON PAIN,"470 L'ENFANT PLZ SW Washington, DC 20024",38.8838985,-77.0239717
2153,AU BON PAIN,"1801 L ST NW Washington, DC 20036",38.9041046,-77.04206508
2244,AU BON PAIN,"1850 M ST NW Washington, DC 20036",38.9053617,-77.042948
4607,AU BON PAIN,"706 L'ENFANT PLZ SW Washington, DC 20052",38.8835608,-77.0249722
2781,AU PIED BISTRO,"2815 M ST NW Washington, DC 20007",38.90546968,-77.0575602
3710,Aunty Kilamanjaro,"6115 GEORGIA AVE NW Washington, DC 20011",38.9640236,-77.02767881
3870,AUSTIN GRILL,"750 E ST NW Washington, DC 20001",38.8960541,-77.0225576
3702,AV RISTORANTE ITALIANO,"607 NEW YORK AVE NW Washington, DC 20001",38.90375944,-77.02034124
137270,AVACADO CAFE,"1438 WISCONSIN AVE NW WASHINGTON, DC 20007",38.9086177,-77.0641487
4800,AVACADO CAFE,"1438 WISCONSIN AVE NW WASHINGTON, DC 20007",38.9086177,-77.0641487
1680,AVENUE GRILL,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",38.8964398,-77.0312555
784,AVONDALE COFFE SHOP,"1901 MICHIGAN AVE NE WASHINGTON, DC 20018",38.945285,-76.978708
2548,AWASH RESTAURANT,"2218 18TH ST NW Washington, DC 20009",38.9192919,-77.0418411
2293,AXIAN FOOD FACTORY,"1915 I ST NW Washington, DC 20006",38.901445,-77.044202
6785,AXUM RESTAURANT,"1934 9TH ST NW Washington, DC 20001",38.9165739,-77.0242711
2325,AXUM RESTAURANT,"1934 9TH ST NW Washington, DC 20001",38.9165739,-77.0242711
6809,AXUM RESTAURANT,"1934 9TH ST NW Washington, DC 20001",38.9165739,-77.0242711
6135,AZI'S CAFE,"1336 9TH ST NW Washington, DC 20001",38.90842087,-77.02419765
1702,AZI'S CAFE,"1336 9TH ST NW Washington, DC 20001",38.90842087,-77.02419765
862,B & J CARRYOUT,"238 RHODE ISLAND AVE NW Washington, DC 20001",38.91425487,-77.01560383
1056,B SMITH'S RESTAURANT,"50 MASSACHUSETTS AVE NE SPC 255 WASHINGTON, DC 20002",38.8971206,-77.0062537
5352,B1108817 - DIRTY MARTINI,"1223 CONNECTICUT AVE NW Washington, DC 20036",38.90599449,-77.04120153
5132,B1209356 - PETE'S NEW HAVEN STYLE APIZZA,"4940 WISCONSIN AVE NW WASHINGTON, DC 20016",38.95412055,-77.08222236
6914,B1209358 - THAI X-ING,"515 FLORIDA AVE NW Washington, DC 20001",38.91521322,-77.01896703
7005,B1210498 - THE OLD SIAM,"406 8TH ST SE WASHINGTON, DC 20003",38.88356704,-76.99486706
5675,B1212626 - HEIST/FLY LOUNGE,"1216 18TH ST NW WASHINGTON, DC 20009",38.9063558,-77.0419725
4411,BA-BAY,"633 PENNSYLVANIA AVE SE Washington, DC 20003",38.88520014,-76.99770746
6171,BACIO PIZZERIA,"81 SEATON PL NW WASHINGTON, DC 20001",38.9149503,-77.0116735
6819,BACK ALLEY WAFFLES,"1209 10TH ST NW WASHINGTON, DC 20002",38.906166,-77.02566
4094,BACKDOOR PUB,"1104 8TH ST SE Washington, DC 20003",38.8771782,-76.9947481
860,BAGELS AND BAGUETTES,"236 MASSACHUSETTS AVE NE Washington, DC 20002",38.89510826,-77.00303826
2496,BAGELS ETC,"2122 P ST NW Washington, DC 20037",38.909194,-77.0475427
2344,BAJA FRESH MEXICAN GRILL,"1990 K ST NW Washington, DC 20006",38.901887,-77.044502
1698,BAJA FRESH MEXICAN GRILLE,"1333 NEW HAMPSHIRE AVE NW Washington, DC 20036",38.9085663,-77.0437034
1435,BAJA GRILLE,"1133 20TH ST NW Washington, DC 20036",38.90495418,-77.04451157
3904,BAMBOO,"800 21ST ST NW Washington, DC 20052",38.90006069,-77.04720357
3454,BAMBU,"5101 MACARTHUR BLVD NW Washington, DC 20016",38.925323,-77.10127218
3487,BAMBULE RESTAURANT,"5225 WISCONSIN AVE NW Washington, DC 20015",38.9583631,-77.0841399
4920,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",38.8825769,-76.9947236
4869,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",38.8825769,-76.9947236
4373,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",38.8825769,-76.9947236
2428,BANANA LEAVES,"2020 FLORIDA AVE NW Washington, DC 20009",38.9144873,-77.0455899
2953,BANDELERO,"3241 M ST NW Washington, DC 20007",38.90542012,-77.06422723
4723,BANG KOK ONE,"1411 K ST NW Washington, DC 20005",38.9029011,-77.0325633
2961,BANGKOK BISTRO,"3251 PROSPECT ST NW WASHINGTON, DC 20007",38.906174,-77.0641423
2810,BANGKOK JOE'S,"3000 K ST NW Washington, DC 20007",38.9013034,-77.0597255
1785,BANGKOK ONE,"1411 K ST NW Washington, DC 20005",38.9029011,-77.0325633
2420,BANGKOK THAI DINING,"2016 P ST NW WASHINGTON, DC 20036",38.9094457,-77.0456482
3840,BANK OF AMERICA,"730 15TH ST NW Washington, DC 20005",38.89940957,-77.03408016
3495,BANQUET KITCHEN & EMPLOYEE CAFETERIA @ WASHINGTON,"525 NEW JERSEY AVE NW Washington, DC 20001",38.8968597,-77.0111093
1274,BAO RESTAURANT,"1018 VERMONT AVE NW Washington, DC 20005",38.9032495,-77.0338179
6939,BAR 7 (n),"1015 7th ST NW 1/2 WASHINGTON, DC 20001",38.9034871,-77.0217679
5357,BAR CODE,"1101 17TH ST NW Washington, DC 20036",38.903865,-77.038403
3957,BAR LE BAR,"806 15TH ST NW Washington, DC 20005",38.9005646,-77.0339717
3798,BAR LOUIE,"701 7TH ST NW Washington, DC 20001",38.8989396,-77.0207789
1663,BAR NUN,"1326 U ST NW Washington, DC 20009",38.9167905,-77.0307384
2226,BAR PILAR (n),"1833 14TH ST NW Washington, DC 20009",38.91512602,-77.03158358
3586,BARNES & NOBLE,"555 13TH ST NW Washington, DC 20004",38.8969967,-77.0293541
2828,BARNES & NOBLE CAFE,"3040 M ST NW Washington, DC 20007",38.9049318,-77.0604629
3950,BASEMENT KITCHEN,"801 MOUNT VERNON PL NW Washington, DC 20001",38.903027,-77.023022
1924,BASIL THAI RESTAURANT,"1608 WISCONSIN AVE NW Washington, DC 20007",38.9110477,-77.065509
4789,BASSETTO,"2005 18TH ST NW Washington, DC 20009",38.9173354,-77.04140508
1650,BE BAR,"1318 9TH ST NW Washington, DC 20001",38.9079172,-77.0242003
1934,BEACON HOTEL & CORPORATE QUARTERS,"1615 RHODE ISLAND AVE NW Washington, DC 20036",38.907049,-77.0380497
5330,BEAU THAI,"1700 NEW JERSEY AVE NW Washington, DC 20001",38.9127463,-77.0177495
4380,BELGA CAFE,"514 8TH ST SE Washington, DC 20003",38.8821998,-76.9946881
4922,BELLA CAFE RESTAURANT,"900 FLORIDA AVE NW Washington, DC 20001",38.9176919,-77.0242196
2876,BEN & JERRY'S,"3135 M ST NW Washington, DC 20007",38.90540388,-77.06211641
1719,BEN & JERRY'S,"1350 CONNECTICUT AVE NW Washington, DC 20036",38.908305,-77.0430794
1516,BEN'S CHILI BOWL,"1213 U ST NW Washington, DC 20009",38.9171584,-77.0287742
2933,BENIHANA SAMURAI RESTAURANT,"3222 M ST NW Washington, DC 20007",38.9049957,-77.0637404
3215,BERKSHIRE FOOD & DRUG,"4201 MASSACHUSETTS AVE NW Washington, DC 20016",38.9358591,-77.0819566
2380,BERTUCCI 'S,"2000 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",38.9005079,-77.0457876
1524,BERTUCCI'S BRICK OVEN,"1218 CONNECTICUT AVE NW Washington, DC 20036",38.9065755,-77.0420115
2151,BEST SANDWICH PLACE,"1801 K ST NW Washington, DC 20006",38.9027527,-77.041996
6121,BEST VALUE,"6231 Georgia AVE NW WASHINGTON, DC 20011",38.96576183,-77.02731477
6220,BEST WING,"4524 BENNING RD SE Washington, DC 20019",38.88938318,-76.937263
523,BET CAFETERIA,"1900 W ST NE WASHINGTON, DC 20017",38.919171,-76.989031
6312,BETHESDA BAGELS OF DUPONT CIRCLE,"1718 CONNECTICUT AVE NW Washington, DC 20009",38.9131905,-77.0458967
1339,BIBIANA RESTAURANT,"1100 NEW YORK AVE NW Washington, DC 20005",38.9000347,-77.0273573
6938,BIER BARON HOTEL & TAVERN,"1523 22ND ST NW Washington, DC 20037",38.9102954,-77.0484778
1885,BIER BARON HOTEL & TAVERN,"1523 22ND ST NW Washington, DC 20037",38.9102954,-77.0484778
4620,BIERGARTEN HAUS,"1355 H ST NE WASHINGTON, DC 20002",38.9000202,-76.98650074
5131,BIG CHAIR CAFE,"2122 Martin Luther King Jr AVE SE WASHINGTON, DC 20020",38.8650765,-76.9895446
3415,BILLY GOAT TAVERN & GRILL,"500 NEW JERSEY AVE NW Washington, DC 20001",38.89645789,-77.01192282
4799,BILLY'S MARTIN'S TAVERN,"1264 WISCONSIN AVE NW Washington, DC 20007",38.9067417,-77.0632193
1570,BILLY'S MARTIN'S TAVERN,"1264 WISCONSIN AVE NW Washington, DC 20007",38.9067417,-77.0632193
137268,BIRCH & BARLEY (n),"1337 14TH ST NW Washington, DC 20005",38.90848654,-77.03150309
5535,BIRCH & BARLEY (n),"1337 14TH ST NW Washington, DC 20005",38.90848654,-77.03150309
561,BIRDLAND'S FOUR SISTERS CUISINE,"1118 H ST NE Washington, DC 20002",38.90044803,-76.99078121
2501,Biryani Corner,"2126 P ST NW Washington, DC 20036",38.9094758,-77.048168
2076,BISTRICT DU COIN,"1738 CONNECTICUT AVE NW Washington, DC 20009",38.91374736,-77.04627933
5648,BISTRO 18 (n),"2420 18TH ST NW WASHINGTON, DC 20009",38.92126743,-77.04248615
3496,BISTRO 525 & FEDERAL CITY BAR @ WASHINGTON COURT H,"525 NEW JERSEY AVE NW Washington, DC 20001",38.8968597,-77.0111093
6531,BISTRO BOHEM (n),"1840 6TH ST NW WASHINGTON, DC 20001",38.9153562,-77.0201466
3470,BISTRO D' OC,"518 10TH ST NW Washington, DC 20004",38.8968342,-77.0262391
5398,BISTRO DU COIN,"1738 CONNETICUT AVE NW WASHINGTON, DC 20009",38.9132276,-77.0458663
2867,BISTRO FRANCAIS,"3124 M ST NW Washington, DC 20007",38.9050233,-77.0620468
911,BISTRO ITALIANO,"320 D ST NE Washington, DC 20002",38.8949485,-77.0011784
6285,BISTRO MED,"736 6TH ST NW WASHINGTON, DC 20001",38.916057,-77.020097
2977,BISTRO MED,"3288 M ST NW Washington, DC 20007",38.9046798,-77.06565259
2087,BISTROT LEPIC & WINE BAR,"1736 WISCONSIN AVE NW Washington, DC 20015",38.9044573,-77.0627883
6464,BLACK & ORANGE,"1931 14TH ST NW WASHINGTON, DC 20009",38.9166455,-77.0316277
2170,BLACK CAT,"1811 14TH ST NW Washington, DC 20009",38.9145751,-77.0315483
2310,BLACK ROOSTER,"1919 L ST NW Washington, DC 20036",38.903945,-77.0443508
3388,BLACK SALT FISH MARKET AND RESTAURANT,"4883 MACARTHUR BLVD NW Washington, DC 20007",38.9177879,-77.0966086
2624,BLACKBURN CENTER - MAIN KITCHEN/SANKOFA EXPRESS/CS,"2400 6TH ST NW Washington, DC 20059",38.922556,-77.021216
2622,"BLACKBURN CENTER - PUNCH OUT (WOW WINGS,MAIN BOWL)","2400 6TH ST NW Washington, DC 20001",38.922556,-77.021216
2623,BLACKBURN CENTER - STAFF & FACULTY DINING,"2400 6TH ST NW Washington, DC 20001",38.922556,-77.021216
5918,BLACKBYRD (n),"2005 14TH ST WASHINGTON, DC 20009",38.917259,-77.031583
5931,BLACKFINN RESTAURANT,"1620 I ST NW WASHINGTON, DC 20006",38.9010784,-77.0374991
6941,BLACKFOX LOUNGE (N),"1723 CONNECTICUT AVE NW WASHINGTON, DC 20009",38.9133319,-77.0452468
5489,BLAGURDS'S RESTUARANT(N),"2003 18TH ST NW WASHINGTON, DC 20009",38.9172929,-77.0414228
5456,BLAGURDS'S RESTUARANT(N),"2003 18TH ST NW WASHINGTON, DC 20009",38.9172929,-77.0414228
3630,"BLANK, ROME Watergate EMPLOYEES CAFE Aramark Corp(","600 NEW HAMPSHIRE AVE NW Washington, DC 20037",38.8977297,-77.055151
137263,BLEND CAFE (n),"2118 18TH ST NW WASHINGTON, DC 20009",38.91849524,-77.04188607
5409,BLEND CAFE (n),"2118 18TH ST NW WASHINGTON, DC 20009",38.91849524,-77.04188607
3206,BLIMPIE SUBS & SALADS,"4200 CONNECTICUT AVE NW Washington, DC 20016",38.9444336,-77.0643243
3210,BLIMPIE SUBS & SALADS,"4200 WISCONSIN AVE NW Washington, DC 20016",38.94352276,-77.07783777
3209,BLIMPIE SUBS & SALADS,"4200 WISCONSIN AVE NW Washington, DC 20016",38.94352276,-77.07783777
977,BLIMPIES NOBLE ROMANS,"3923 MINNESOTA AVE NE Washington, DC 20019",38.89397686,-76.94989562
3962,BLIMPIES SUB & NOBLE ROMAN PIZZA,"806 H ST NE WASHINGTON, DC 20002",38.90044817,-76.99450535
1306,BLIMPIES SUB & NOBLE ROMAN PIZZA,"106 IRVING ST NW Washington, DC 20010",38.928773,-77.038319
3893,BLIMPIES SUB & SALADS,"799 9TH ST NW Washington, DC 20001",38.899686,-77.023861
6692,BLOO MOO YOGURT,"4530 WISCONSIN AVE NW Washington, DC 20016",38.9493377,-77.0806482
1950,BLT STEAK,"1625 I ST NW WASHINGTON, DC 20006",38.9017153,-77.0376021
5669,BLUE 44,"5507 CONNECTICUT AVE NW Washington, DC 20015",38.9633439,-77.0742994
